security,horizon,scheme,fold,use_categoricals,ntrees,depth,tau_w,xgb_max_depth,xgb_lr,xgb_subsample,xgb_colsample,xgb_reg_lambda,xgb_min_child_weight,importance_type,feature,relevance
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,chg_lag1,1.9866087436676025
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,chg_lag2,0.5720880031585693
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,chg_lag3,0.654586136341095
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,chg_lag4,0.5445504188537598
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,chg_lag5,1.0299969911575317
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,carry_roll,0.9327252507209778
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,mom_63d,0.3967965245246887
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,mom_1m,0.1700979322195053
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,mom_3m,0.14384396374225616
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,mom_6m,7.1517333984375
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,mom_12m,3.815244674682617
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,dev_ma_3m,6.709819793701172
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,dev_ma_12m,8.366451263427734
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,vol_20d,0.33469051122665405
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,vol_regime,0.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,vol_zscore,3.013629198074341
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,level_zscore,2.4229660034179688
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,slope_10_1,0.7445617914199829
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,slope_10_5,0.23279331624507904
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,slope_5_1,1.155083179473877
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,sofr_mom_1m,1.8435580730438232
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,ibor_level,0.74722820520401
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,ibor_chg_1d,0.1414322406053543
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,ibor_mom_1m,0.11430402845144272
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,ibor_term_slope,0.0612189918756485
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,swap_ibor_basis,6.348158836364746
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,move_level,0.21074765920639038
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,move_zscore,1.6475821733474731
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,vix_level,0.18126718699932098
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,vix_zscore,2.522686243057251
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,v2x_level,0.13155880570411682
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,vxn_level,0.1342836320400238
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,ovx_level,0.1474771350622177
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,gvz_level,2.6928393840789795
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,spx_mom_1m,0.1838911771774292
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,spx_mom_3m,0.430571973323822
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,sx5e_mom_1m,0.23745587468147278
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,sx5e_mom_3m,0.34047892689704895
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,mxwo_mom_1m,2.0854077339172363
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,ndx_mom_1m,0.1527535766363144
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,oil_mom_1m,0.21854083240032196
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,oil_mom_3m,0.2959342300891876
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,copper_mom_1m,0.15641102194786072
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,opec_prod,0.11192655563354492
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,natgas_mom_1m,0.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,be5y_level,0.13527579605579376
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,be10y_level,0.19970980286598206
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,be_slope,0.2700711488723755
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,be5y_chg_1m,0.30187326669692993
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,ig_spread,0.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,hy_spread,0.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,ig_chg_1m,0.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,hy_chg_1m,0.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,cpi_yoy,0.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,pce_core_chg,0.2733941674232483
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,nfp_change,0.43775713443756104
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,pmi_us,0.17553308606147766
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,pmi_eur,1.100959300994873
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,unemp_eur,0.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,cpi_nsa_level,4.254215717315674
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,pce_core_level,2.2314298152923584
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,eur_3m,0.2149682641029358
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,eur_1w,12.310001373291016
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,nor_ibor_1m,0.8516729474067688
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,nor_ibor_6m,0.8940611481666565
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,xmpca_01,0.2670426070690155
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,xmpca_02,0.12247645854949951
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,xmpca_03,0.17847758531570435
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,xmpca_04,6.964642524719238
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,xmpca_05,0.13533338904380798
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,xmpca_06,0.13080304861068726
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,xmpca_07,4.952480316162109
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,xmpca_08,4.6203083992004395
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,xmpca_09,0.11622413247823715
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,xmpca_10,0.17857176065444946
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,xmpca_11,0.1365726739168167
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,xmpca_12,0.0878404900431633
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,security,7.262166976928711
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,country,0.08025339245796204
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,gain,maturity,1.094294548034668
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,chg_lag1,51.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,chg_lag2,36.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,chg_lag3,63.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,chg_lag4,53.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,chg_lag5,69.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,carry_roll,45.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,mom_63d,53.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,mom_1m,52.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,mom_3m,19.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,mom_6m,27.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,mom_12m,40.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,dev_ma_3m,57.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,dev_ma_12m,59.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,vol_20d,54.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,vol_regime,0.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,vol_zscore,29.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,level_zscore,38.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,slope_10_1,20.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,slope_10_5,23.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,slope_5_1,30.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,sofr_mom_1m,50.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,ibor_level,35.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,ibor_chg_1d,39.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,ibor_mom_1m,32.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,ibor_term_slope,8.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,swap_ibor_basis,36.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,move_level,13.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,move_zscore,9.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,vix_level,14.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,vix_zscore,32.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,v2x_level,17.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,vxn_level,20.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,ovx_level,17.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,gvz_level,24.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,spx_mom_1m,23.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,spx_mom_3m,39.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,sx5e_mom_1m,19.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,sx5e_mom_3m,15.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,mxwo_mom_1m,7.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,ndx_mom_1m,13.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,oil_mom_1m,20.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,oil_mom_3m,24.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,copper_mom_1m,18.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,opec_prod,12.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,natgas_mom_1m,0.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,be5y_level,5.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,be10y_level,10.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,be_slope,8.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,be5y_chg_1m,4.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,ig_spread,0.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,hy_spread,0.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,ig_chg_1m,0.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,hy_chg_1m,0.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,cpi_yoy,0.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,pce_core_chg,5.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,nfp_change,11.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,pmi_us,5.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,pmi_eur,3.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,unemp_eur,0.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,cpi_nsa_level,32.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,pce_core_level,7.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,eur_3m,18.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,eur_1w,12.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,nor_ibor_1m,18.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,nor_ibor_6m,4.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,xmpca_01,12.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,xmpca_02,11.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,xmpca_03,16.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,xmpca_04,23.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,xmpca_05,12.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,xmpca_06,13.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,xmpca_07,25.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,xmpca_08,5.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,xmpca_09,12.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,xmpca_10,9.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,xmpca_11,18.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,xmpca_12,6.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,security,298.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,country,13.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,weight,maturity,8.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,cover,chg_lag1,3437.35302734375
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,cover,chg_lag2,2046.0833740234375
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,cover,chg_lag3,12263.0
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,cover,chg_lag4,3225.037841796875
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,cover,chg_lag5,7787.65234375
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,cover,carry_roll,487.6444396972656
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,cover,mom_63d,23154.33984375
__POOL__,1,walk_forward,GFC,True,92,5,,5,0.1,1.0,0.8,1.0,1,cover,mom_1m,7088.15380859375
